                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    117,                 1.5358,                 1.6224,                 1.5382,                0.49329,                0.48187,                0.43871,                0.22216,                 1.7486,                 1.6201,                 1.6875,              0.0017723,              0.0017723,              0.0017723
                    118,                 1.4779,                 1.5193,                 1.4444,                0.55132,                0.43434,                0.43224,                 0.2285,                 1.7658,                 1.6267,                 1.6897,              0.0017703,              0.0017703,              0.0017703
                    119,                 1.4274,                  1.474,                 1.4302,                0.48638,                0.48485,                0.43932,                0.24267,                 1.7139,                  1.583,                 1.6543,              0.0017683,              0.0017683,              0.0017683
                    120,                 1.5227,                 1.5068,                 1.4684,                0.48638,                0.48485,                0.43932,                0.24267,                 1.7139,                  1.583,                 1.6543,              0.0017664,              0.0017664,              0.0017664
                    121,                 1.3874,                 1.4594,                 1.3816,                0.41664,                0.55556,                0.43397,                0.23934,                 1.6214,                 1.5886,                 1.5952,              0.0017644,              0.0017644,              0.0017644
                    122,                 1.4237,                 1.4842,                 1.3901,                0.41664,                0.55556,                0.43397,                0.23934,                 1.6214,                 1.5886,                 1.5952,              0.0017624,              0.0017624,              0.0017624
                    123,                 1.4471,                 1.5821,                 1.4507,                0.44043,                0.53535,                0.41658,                0.22962,                 1.6292,                 1.5949,                 1.5983,              0.0017604,              0.0017604,              0.0017604
                    124,                 1.4582,                 1.5321,                 1.4253,                0.48042,                0.51515,                0.42066,                 0.2301,                 1.6458,                 1.5722,                 1.6113,              0.0017584,              0.0017584,              0.0017584
                    125,                 1.3988,                  1.442,                 1.3745,                0.48042,                0.51515,                0.42066,                 0.2301,                 1.6458,                 1.5722,                 1.6113,              0.0017565,              0.0017565,              0.0017565
                    126,                  1.381,                 1.5116,                 1.4319,                0.48231,                0.58349,                0.43631,                0.24646,                 1.6489,                 1.5548,                 1.6331,              0.0017545,              0.0017545,              0.0017545
                    127,                 1.5138,                 1.4625,                 1.5152,                0.56692,                0.56859,                0.45867,                0.24987,                 1.6678,                  1.544,                 1.6438,              0.0017525,              0.0017525,              0.0017525
                    128,                 1.3771,                  1.408,                 1.3722,                0.56692,                0.56859,                0.45867,                0.24987,                 1.6678,                  1.544,                 1.6438,              0.0017505,              0.0017505,              0.0017505
                    129,                 1.5391,                 1.5672,                 1.4727,                0.59992,                0.59596,                0.46646,                0.25533,                 1.6509,                 1.5255,                 1.6293,              0.0017485,              0.0017485,              0.0017485
                    130,                 1.4457,                 1.5518,                 1.4277,                0.59992,                0.59596,                0.46646,                0.25533,                 1.6509,                 1.5255,                 1.6293,              0.0017466,              0.0017466,              0.0017466
                    131,                 1.4094,                 1.6226,                 1.4121,                0.53467,                0.56872,                 0.4419,                0.22504,                 1.6702,                  1.719,                 1.6732,              0.0017446,              0.0017446,              0.0017446
                    132,                  1.433,                 1.4843,                 1.4118,                0.52695,                0.52886,                0.40409,                0.21162,                 1.7203,                 1.7637,                 1.7165,              0.0017426,              0.0017426,              0.0017426
                    133,                 1.4928,                 1.5738,                 1.4602,                0.52695,                0.52886,                0.40409,                0.21162,                 1.7203,                 1.7637,                 1.7165,              0.0017406,              0.0017406,              0.0017406
                    134,                 1.4755,                 1.5436,                   1.44,                0.53332,                0.56566,                0.49318,                0.26203,                 1.6717,                 1.5697,                 1.6602,              0.0017386,              0.0017386,              0.0017386
                    135,                 1.4547,                 1.5703,                 1.4455,                0.61807,                0.51515,                0.53493,                0.30031,                 1.6446,                  1.455,                 1.6081,              0.0017367,              0.0017367,              0.0017367
                    136,                 1.3396,                 1.3786,                  1.347,                0.61807,                0.51515,                0.53493,                0.30031,                 1.6446,                  1.455,                 1.6081,              0.0017347,              0.0017347,              0.0017347
                    137,                 1.3469,                 1.4151,                 1.3626,                0.58695,                0.51674,                0.51399,                0.30051,                 1.6852,                 1.4573,                 1.6291,              0.0017327,              0.0017327,              0.0017327
                    138,                 1.5025,                 1.5479,                 1.4264,                0.58695,                0.51674,                0.51399,                0.30051,                 1.6852,                 1.4573,                 1.6291,              0.0017307,              0.0017307,              0.0017307
                    139,                 1.6194,                 1.7325,                 1.5466,                 0.5429,                0.55556,                0.50018,                0.27909,                  1.772,                 1.5151,                 1.7171,              0.0017287,              0.0017287,              0.0017287
                    140,                 1.3526,                 1.4257,                 1.3436,                0.50262,                0.55556,                0.49203,                0.26707,                 1.7681,                 1.5549,                 1.7182,              0.0017268,              0.0017268,              0.0017268
                    141,                 1.4249,                 1.4752,                 1.4229,                0.50262,                0.55556,                0.49203,                0.26707,                 1.7681,                 1.5549,                 1.7182,              0.0017248,              0.0017248,              0.0017248
                    142,                  1.355,                 1.3743,                 1.3686,                0.49971,                0.56566,                0.47059,                0.25672,                  1.745,                 1.6157,                 1.6833,              0.0017228,              0.0017228,              0.0017228
                    143,                 1.4118,                 1.4865,                 1.4802,                0.49901,                0.56566,                0.46671,                0.25749,                 1.6929,                  1.587,                 1.6374,              0.0017208,              0.0017208,              0.0017208
                    144,                 1.4718,                 1.4171,                 1.4725,                0.49901,                0.56566,                0.46671,                0.25749,                 1.6929,                  1.587,                 1.6374,              0.0017188,              0.0017188,              0.0017188
                    145,                 1.3905,                 1.4168,                 1.4399,                0.57452,                0.58586,                0.50002,                 0.2737,                 1.6736,                 1.5492,                 1.6121,              0.0017169,              0.0017169,              0.0017169
                    146,                 1.4182,                 1.5131,                 1.4547,                0.57452,                0.58586,                0.50002,                 0.2737,                 1.6736,                 1.5492,                 1.6121,              0.0017149,              0.0017149,              0.0017149
                    147,                 1.3311,                 1.3714,                 1.3448,                0.49468,                0.55556,                0.47254,                0.25283,                 1.7927,                 1.5357,                 1.7175,              0.0017129,              0.0017129,              0.0017129
                    148,                 1.4134,                 1.4718,                 1.4282,                0.41752,                0.53535,                 0.4006,                 0.2059,                 1.8773,                 1.6073,                 1.7791,              0.0017109,              0.0017109,              0.0017109
                    149,                 1.3562,                 1.4587,                 1.3824,                0.41752,                0.53535,                 0.4006,                 0.2059,                 1.8773,                 1.6073,                 1.7791,              0.0017089,              0.0017089,              0.0017089
                    150,                 1.4447,                 1.4449,                 1.4089,                0.48152,                0.47475,                0.39038,                0.17769,                 1.8663,                 1.6993,                 1.7552,               0.001707,               0.001707,               0.001707
                    151,                 1.3789,                 1.4129,                 1.4074,                0.54662,                0.47475,                0.40319,                 0.2021,                 1.7694,                 1.6432,                 1.6538,               0.001705,               0.001705,               0.001705
                    152,                  1.367,                 1.3273,                 1.3446,                0.54662,                0.47475,                0.40319,                 0.2021,                 1.7694,                 1.6432,                 1.6538,               0.001703,               0.001703,               0.001703
                    153,                  1.329,                  1.324,                 1.3335,                0.61012,                0.49004,                0.44221,                0.23957,                 1.6683,                 1.5635,                 1.5798,               0.001701,               0.001701,               0.001701
                    154,                 1.3709,                 1.4083,                  1.353,                0.61012,                0.49004,                0.44221,                0.23957,                 1.6683,                 1.5635,                 1.5798,               0.001699,               0.001699,               0.001699
                    155,                 1.3925,                 1.5002,                 1.3862,                0.52981,                0.59187,                0.45866,                 0.2552,                 1.6079,                 1.5375,                 1.5415,              0.0016971,              0.0016971,              0.0016971
                    156,                 1.3314,                 1.4229,                 1.3522,                0.55912,                0.57576,                0.47619,                0.26895,                 1.6574,                  1.527,                 1.5916,              0.0016951,              0.0016951,              0.0016951
                    157,                 1.4166,                 1.3611,                 1.3539,                0.55912,                0.57576,                0.47619,                0.26895,                 1.6574,                  1.527,                 1.5916,              0.0016931,              0.0016931,              0.0016931
                    158,                 1.3614,                 1.3958,                 1.4052,                0.60886,                0.53535,                0.48534,                0.26598,                 1.6753,                 1.5038,                 1.6023,              0.0016911,              0.0016911,              0.0016911
                    159,                 1.4018,                 1.3202,                 1.3852,                0.55898,                0.52525,                0.49471,                0.27879,                 1.6712,                 1.4576,                 1.6012,              0.0016891,              0.0016891,              0.0016891
                    160,                 1.4462,                 1.4774,                 1.4754,                0.55898,                0.52525,                0.49471,                0.27879,                 1.6712,                 1.4576,                 1.6012,              0.0016872,              0.0016872,              0.0016872
                    161,                 1.3782,                   1.37,                 1.4057,                0.60873,                 0.5029,                0.50517,                0.29237,                 1.6406,                 1.4042,                 1.5805,              0.0016852,              0.0016852,              0.0016852
                    162,                 1.4042,                 1.3983,                 1.3847,                0.60873,                 0.5029,                0.50517,                0.29237,                 1.6406,                 1.4042,                 1.5805,              0.0016832,              0.0016832,              0.0016832
                    163,                 1.3319,                 1.3682,                 1.3493,                0.54143,                0.61616,                0.51585,                0.29279,                 1.6319,                 1.4244,                  1.577,              0.0016812,              0.0016812,              0.0016812
                    164,                 1.4419,                 1.4405,                 1.3889,                0.56073,                0.60606,                0.50822,                0.28187,                 1.6683,                 1.4256,                 1.6078,              0.0016792,              0.0016792,              0.0016792
                    165,                 1.4519,                 1.5313,                 1.4515,                0.56073,                0.60606,                0.50822,                0.28187,                 1.6683,                 1.4256,                 1.6078,              0.0016773,              0.0016773,              0.0016773
                    166,                 1.4431,                  1.488,                 1.4492,                 0.5772,                0.57576,                 0.5021,                0.26932,                  1.684,                 1.4131,                  1.624,              0.0016753,              0.0016753,              0.0016753
                    167,                 1.3394,                 1.3474,                 1.3363,                0.55939,                0.55556,                0.49732,                0.26958,                 1.7207,                 1.4285,                 1.6768,              0.0016733,              0.0016733,              0.0016733
                    168,                 1.3609,                 1.3212,                 1.3327,                0.55939,                0.55556,                0.49732,                0.26958,                 1.7207,                 1.4285,                 1.6768,              0.0016713,              0.0016713,              0.0016713
                    169,                  1.368,                 1.3573,                 1.3401,                0.49636,                0.59596,                0.49552,                0.27302,                 1.7619,                 1.5163,                 1.7158,              0.0016693,              0.0016693,              0.0016693
                    170,                 1.3557,                 1.3397,                 1.3388,                0.49636,                0.59596,                0.49552,                0.27302,                 1.7619,                 1.5163,                 1.7158,              0.0016674,              0.0016674,              0.0016674
                    171,                 1.4822,                  1.521,                 1.5151,                0.55748,                0.52525,                0.48614,                0.27226,                 1.7569,                 1.5429,                 1.7158,              0.0016654,              0.0016654,              0.0016654
                    172,                 1.3583,                 1.3255,                 1.3357,                 0.4693,                0.54545,                0.45284,                0.25946,                 1.7302,                 1.6306,                  1.697,              0.0016634,              0.0016634,              0.0016634
                    173,                 1.3892,                 1.3882,                 1.3602,                 0.4693,                0.54545,                0.45284,                0.25946,                 1.7302,                 1.6306,                  1.697,              0.0016614,              0.0016614,              0.0016614
                    174,                 1.3832,                 1.3927,                 1.3881,                0.45942,                0.57576,                0.45853,                0.26437,                  1.733,                 1.6784,                 1.7047,              0.0016594,              0.0016594,              0.0016594
                    175,                 1.4306,                 1.5125,                 1.4357,                0.52793,                0.53535,                0.47314,                0.26823,                 1.7423,                 1.6156,                 1.7068,              0.0016575,              0.0016575,              0.0016575
                    176,                 1.4085,                 1.3828,                 1.3992,                0.52793,                0.53535,                0.47314,                0.26823,                 1.7423,                 1.6156,                 1.7068,              0.0016555,              0.0016555,              0.0016555
                    177,                  1.359,                 1.2931,                 1.3449,                0.53873,                0.61347,                0.47688,                0.27841,                 1.6807,                 1.5821,                 1.6436,              0.0016535,              0.0016535,              0.0016535
                    178,                 1.4081,                 1.4032,                 1.4285,                0.53873,                0.61347,                0.47688,                0.27841,                 1.6807,                 1.5821,                 1.6436,              0.0016515,              0.0016515,              0.0016515
                    179,                 1.2759,                 1.3236,                 1.3607,                0.47621,                0.60611,                0.46287,                0.26802,                 1.6803,                 1.5795,                 1.6343,              0.0016495,              0.0016495,              0.0016495
                    180,                 1.4237,                 1.4587,                 1.4061,                0.47376,                0.62626,                0.46113,                0.26323,                 1.6672,                 1.6242,                 1.6194,              0.0016476,              0.0016476,              0.0016476
                    181,                 1.4027,                 1.3387,                 1.4042,                0.47376,                0.62626,                0.46113,                0.26323,                 1.6672,                 1.6242,                 1.6194,              0.0016456,              0.0016456,              0.0016456
                    182,                 1.4219,                 1.4675,                 1.4619,                0.54031,                0.57576,                0.48794,                0.28064,                 1.6379,                 1.5481,                 1.5983,              0.0016436,              0.0016436,              0.0016436
                    183,                 1.3697,                 1.2965,                 1.3667,                0.61712,                0.55556,                0.52646,                0.30609,                 1.6009,                 1.4742,                 1.5654,              0.0016416,              0.0016416,              0.0016416
                    184,                 1.3151,                 1.2817,                 1.3407,                0.61712,                0.55556,                0.52646,                0.30609,                 1.6009,                 1.4742,                 1.5654,              0.0016396,              0.0016396,              0.0016396
                    185,                 1.3537,                 1.3137,                 1.3372,                0.58575,                0.57576,                 0.5256,                0.30375,                 1.5938,                 1.4804,                 1.5721,              0.0016377,              0.0016377,              0.0016377
                    186,                 1.2975,                 1.2722,                 1.3226,                0.58575,                0.57576,                 0.5256,                0.30375,                 1.5938,                 1.4804,                 1.5721,              0.0016357,              0.0016357,              0.0016357
                    187,                 1.2677,                 1.1944,                 1.2805,                0.55523,                 0.6179,                0.51606,                0.29616,                 1.6378,                 1.5016,                 1.6236,              0.0016337,              0.0016337,              0.0016337
                    188,                 1.3246,                 1.2312,                 1.3455,                0.58078,                0.61616,                0.50612,                0.28105,                 1.6811,                 1.4467,                 1.6442,              0.0016317,              0.0016317,              0.0016317
                    189,                 1.4272,                 1.4631,                 1.4196,                0.58078,                0.61616,                0.50612,                0.28105,                 1.6811,                 1.4467,                 1.6442,              0.0016297,              0.0016297,              0.0016297
                    190,                 1.3207,                  1.273,                 1.3326,                0.57645,                0.63239,                0.50471,                0.28124,                 1.6715,                 1.3787,                 1.6417,              0.0016278,              0.0016278,              0.0016278
                    191,                 1.3421,                 1.2641,                 1.3815,                0.61436,                0.58586,                 0.5143,                0.29223,                 1.6013,                 1.3505,                  1.574,              0.0016258,              0.0016258,              0.0016258
                    192,                 1.3408,                 1.4403,                 1.3938,                0.61436,                0.58586,                 0.5143,                0.29223,                 1.6013,                 1.3505,                  1.574,              0.0016238,              0.0016238,              0.0016238
                    193,                 1.2959,                 1.3008,                 1.3237,                0.57585,                0.57598,                0.50674,                0.29156,                 1.5959,                 1.3937,                 1.5885,              0.0016218,              0.0016218,              0.0016218
                    194,                 1.3948,                 1.3775,                 1.3904,                0.57585,                0.57598,                0.50674,                0.29156,                 1.5959,                 1.3937,                 1.5885,              0.0016198,              0.0016198,              0.0016198
                    195,                 1.3713,                 1.3328,                 1.3559,                0.55186,                0.57576,                 0.4913,                0.27227,                 1.6164,                 1.4156,                 1.6079,              0.0016179,              0.0016179,              0.0016179
                    196,                 1.2742,                 1.2459,                 1.3015,                0.51815,                0.60606,                0.48647,                0.26143,                 1.6571,                 1.4299,                 1.6461,              0.0016159,              0.0016159,              0.0016159
                    197,                 1.3661,                 1.3391,                 1.3902,                0.51815,                0.60606,                0.48647,                0.26143,                 1.6571,                 1.4299,                 1.6461,              0.0016139,              0.0016139,              0.0016139
                    198,                 1.3531,                 1.3014,                 1.3653,                0.56018,                0.58586,                0.51043,                0.26747,                 1.7163,                 1.3938,                  1.686,              0.0016119,              0.0016119,              0.0016119
                    199,                 1.3079,                 1.3373,                 1.3476,                0.54118,                0.60606,                0.50138,                0.24955,                 1.7384,                 1.4187,                 1.6972,              0.0016099,              0.0016099,              0.0016099
                    200,                 1.3321,                 1.3152,                 1.3241,                0.54118,                0.60606,                0.50138,                0.24955,                 1.7384,                 1.4187,                 1.6972,               0.001608,               0.001608,               0.001608
                    201,                 1.2979,                 1.2665,                 1.3129,                0.50079,                0.62626,                0.46686,                0.24463,                 1.7005,                 1.4219,                 1.6673,               0.001606,               0.001606,               0.001606
                    202,                 1.2298,                 1.2104,                 1.2596,                0.50079,                0.62626,                0.46686,                0.24463,                 1.7005,                 1.4219,                 1.6673,               0.001604,               0.001604,               0.001604
                    203,                 1.2384,                 1.1854,                 1.2368,                0.50932,                0.53535,                0.46255,                0.24006,                 1.6808,                 1.4667,                 1.6433,               0.001602,               0.001602,               0.001602
                    204,                 1.3161,                 1.2552,                 1.3091,                0.50865,                0.55422,                0.43204,                0.21713,                 1.6506,                 1.5259,                 1.6316,                 0.0016,                 0.0016,                 0.0016
                    205,                 1.2664,                 1.2731,                 1.2875,                0.50865,                0.55422,                0.43204,                0.21713,                 1.6506,                 1.5259,                 1.6316,              0.0015981,              0.0015981,              0.0015981
                    206,                 1.2657,                 1.3826,                 1.3638,                0.47817,                0.53535,                0.41538,                 0.2132,                 1.6568,                 1.5851,                 1.6509,              0.0015961,              0.0015961,              0.0015961
                    207,                 1.3857,                 1.3655,                  1.429,                0.53445,                0.51515,                0.43786,                0.22355,                  1.676,                 1.5024,                 1.6417,              0.0015941,              0.0015941,              0.0015941
                    208,                 1.3312,                 1.3753,                 1.3674,                0.53445,                0.51515,                0.43786,                0.22355,                  1.676,                 1.5024,                 1.6417,              0.0015921,              0.0015921,              0.0015921
                    209,                 1.3217,                 1.2571,                 1.3631,                0.50634,                0.58586,                0.47397,                0.26238,                 1.6712,                  1.438,                 1.6182,              0.0015901,              0.0015901,              0.0015901
                    210,                 1.2883,                 1.2119,                 1.2655,                0.50634,                0.58586,                0.47397,                0.26238,                 1.6712,                  1.438,                 1.6182,              0.0015882,              0.0015882,              0.0015882
                    211,                 1.3014,                 1.3696,                 1.3366,                0.50925,                0.57576,                0.48787,                0.27005,                  1.697,                 1.4327,                 1.6351,              0.0015862,              0.0015862,              0.0015862
                    212,                 1.3295,                 1.3222,                 1.3396,                0.53442,                0.53535,                0.49231,                0.27908,                 1.7465,                 1.4129,                 1.6918,              0.0015842,              0.0015842,              0.0015842
                    213,                 1.2992,                 1.3229,                 1.3599,                0.53442,                0.53535,                0.49231,                0.27908,                 1.7465,                 1.4129,                 1.6918,              0.0015822,              0.0015822,              0.0015822
                    214,                 1.3161,                 1.2875,                 1.3573,                0.53902,                0.56566,                0.50076,                0.27445,                 1.7522,                 1.4325,                 1.7163,              0.0015802,              0.0015802,              0.0015802
                    215,                 1.3137,                 1.3249,                 1.3663,                0.54564,                0.54545,                0.49482,                0.26728,                 1.7329,                 1.4771,                 1.7173,              0.0015783,              0.0015783,              0.0015783
                    216,                 1.3161,                   1.31,                 1.3157,                0.54564,                0.54545,                0.49482,                0.26728,                 1.7329,                 1.4771,                 1.7173,              0.0015763,              0.0015763,              0.0015763
                    217,                 1.2849,                 1.3097,                 1.3591,                0.52418,                0.54545,                0.47811,                0.25477,                 1.6939,                 1.6463,                 1.6913,              0.0015743,              0.0015743,              0.0015743
                    218,                  1.295,                 1.2205,                 1.2922,                0.52418,                0.54545,                0.47811,                0.25477,                 1.6939,                 1.6463,                 1.6913,              0.0015723,              0.0015723,              0.0015723
                    219,                 1.2676,                 1.2962,                  1.312,                 0.5397,                0.48485,                0.44606,                0.24678,                 1.6589,                 1.7813,                 1.6642,              0.0015703,              0.0015703,              0.0015703
                    220,                  1.266,                  1.232,                 1.3045,                0.56954,                0.53535,                0.45996,                0.25768,                 1.6514,                 1.6638,                 1.6433,              0.0015684,              0.0015684,              0.0015684
                    221,                 1.2511,                 1.1479,                 1.2774,                0.56954,                0.53535,                0.45996,                0.25768,                 1.6514,                 1.6638,                 1.6433,              0.0015664,              0.0015664,              0.0015664
                    222,                 1.2889,                 1.1821,                 1.3259,                 0.5763,                0.54545,                0.46845,                0.26046,                 1.6572,                  1.495,                 1.6405,              0.0015644,              0.0015644,              0.0015644
                    223,                 1.2767,                 1.1893,                 1.3213,                0.56636,                0.53535,                0.48275,                0.26314,                 1.6822,                 1.3817,                 1.6666,              0.0015624,              0.0015624,              0.0015624
                    224,                  1.295,                 1.2521,                 1.3699,                0.56636,                0.53535,                0.48275,                0.26314,                 1.6822,                 1.3817,                 1.6666,              0.0015604,              0.0015604,              0.0015604
                    225,                 1.2489,                 1.3022,                 1.3367,                0.49409,                0.58206,                0.47912,                0.25406,                 1.7166,                 1.3609,                 1.6869,              0.0015585,              0.0015585,              0.0015585
                    226,                 1.1459,                 1.1422,                 1.2133,                0.49409,                0.58206,                0.47912,                0.25406,                 1.7166,                 1.3609,                 1.6869,              0.0015565,              0.0015565,              0.0015565
                    227,                 1.2601,                 1.2868,                 1.3609,                0.52273,                0.54211,                0.46823,                0.24629,                 1.7536,                 1.3473,                 1.7153,              0.0015545,              0.0015545,              0.0015545
                    228,                 1.1916,                  1.225,                 1.2506,                0.57572,                0.53535,                0.48101,                0.25776,                 1.7151,                  1.344,                 1.6946,              0.0015525,              0.0015525,              0.0015525
                    229,                 1.2158,                 1.2142,                 1.2618,                0.57572,                0.53535,                0.48101,                0.25776,                 1.7151,                  1.344,                 1.6946,              0.0015505,              0.0015505,              0.0015505
                    230,                 1.2172,                 1.1891,                 1.2815,                0.61708,                0.48485,                0.48246,                0.25823,                 1.6408,                   1.37,                 1.6385,              0.0015486,              0.0015486,              0.0015486
                    231,                 1.2897,                 1.2638,                 1.3225,                0.51236,                0.58374,                 0.4725,                0.25457,                 1.5766,                 1.4589,                 1.5941,              0.0015466,              0.0015466,              0.0015466
                    232,                 1.2674,                 1.2866,                 1.3462,                0.51236,                0.58374,                 0.4725,                0.25457,                 1.5766,                 1.4589,                 1.5941,              0.0015446,              0.0015446,              0.0015446
                    233,                 1.2493,                 1.2411,                 1.3171,                0.57718,                0.58586,                0.46753,                0.24843,                 1.5773,                 1.4374,                 1.5996,              0.0015426,              0.0015426,              0.0015426
                    234,                  1.151,                 1.2585,                 1.2773,                0.57718,                0.58586,                0.46753,                0.24843,                 1.5773,                 1.4374,                 1.5996,              0.0015406,              0.0015406,              0.0015406
